,uuid,id,sex,weight
417,6a759437a352409f8fac318349fe9113,TA5751,1,26.8
418,3b607c1c41e94db6819027fdb0af3f5d,TA433,0,17.7
419,c45f1493c4af494b9718802bc0f873ef,TA0477,1,16.1
420,c4127994a167453ab6e5a25ef96c8d42,TA0432,0,14.3
421,fe12ca6a61044f1c9d59d7ac605c6429,TA347,0,20.4
422,51986312c21342ef9d368e5ec780a5ce,TA332,1,20.4
423,0a4e64341d394c49969248c18194423b,TA5751,1,26.8
424,1511bb8008c44250af26d7c84deabe7b,TA5751,1,26.8
425,7e23fa03f20c4c6c957688c277a3919b,TA0477,1,16.1
426,918d62ec58404870b3946ee08dd3cb86,TA977,0,16.8
427,90a6e875f2e2488da7e864af7718a82e,TA5751,1,26.8
428,5ff5afc30bf0400d992e32888eecec14,TA0438,1,13.9
429,0995e1a744e448e89d79bb75c6cef3ee,TA5751,1,26.8
430,53296f4c2a9b4c79a1bd758e0eb768e6,TA0440,1,16.0
431,1a71e963b670454da8e2e48f1a25c7d6,TA5751,1,26.8
432,fdda329625734180a4f496d06a22e6cd,TA5751,1,26.8
433,114c7f30ee4744bf92dfd3a62f767497,TA5751,1,26.8
434,cb892ba372604e97ad5473cfac17095e,TA5751,1,26.8
435,3b53dd5e4f3e411f8bd998440cea7dcd,TA0477,1,16.1
436,5933389848aa4eca96ab9ddee4c3a8be,TA5751,1,26.8
437,1d6e14dfacfa40ce8b87242d26881bf9,8440,1,24.0
438,d209821699064fdcb4eb3028e8b52419,TA0440,1,16.0
439,7862cacc6e18417b980fa45d936bcf29,TA332,1,20.4
440,6b57ed90b5c541e99e1b1ed9cd94aaa4,TA0477,1,16.1
441,ecd4c94b3dca4ea0a4203b9a80cfcb1e,TA5751,1,26.8
442,d42cb55ba2544b1991d57366fb1f357f,TA0440,1,16.0
443,bd1aff2a712242d3864c17e0eb617dd8,TA0427,0,18.9
444,fc1ac43d07e54c7c801b1621cd82eae0,TA433,0,17.7
445,c34ecfcf94504e6082bfbf9230b7e57c,TA433,0,17.7
446,fb63069ce1f54f9fb80275fc12a844a8,TA0432,0,14.3
447,072787a974b749b5bb787c5a64c1868d,TA5751,1,26.8
448,0fde2b5fc11d454096f9954120c58867,TA5751,1,26.8
449,e5b90a3c347f45139693435a42844d27,TA0440,1,16.0
450,9c56ad6165744d3da3f93551f807d99c,TA5751,1,26.8
451,f5f556024fa2471ab8793f53ec47f3ae,TA433,0,17.7
452,cbefadb15cbb400f9b820458f9757aab,TA0154,1,22.9
453,f0efc5fdcc614a23a490bea3d3162e63,TA5751,1,26.8
454,1da39881448d46ec99a4c581398f3a23,TA5751,1,26.8
455,413e2140aa084f2795b37b93fe0d4071,TA0440,1,16.0
456,f3c8d2e73f374112a5c80558732b66e6,TA0440,1,16.0
457,994e06d9271a4b5f8e24669298edb387,TA0440,1,16.0
458,efcc3f0a5ce24aa2823d919cbcf4b196,TA433,0,17.7
459,f1482c6e125847a6a5358b3737a4d68e,TA5751,1,26.8
460,e6393f4dcb8b4702893064f987c0b188,TA0441,1,13.5
461,04af1d3c25b9474c829026a96b91dff8,TA977,0,16.8
462,021c395bb2bb4782ba25e9bc7bf72c24,8440,1,24.0
463,b203635c48c04fd3a4cfc8e0d9d232c6,TA0432,0,14.3
464,c6c20c2b82804b0ebc77f40dd4a2720b,TA5751,1,26.8
465,46d251d6be584cdba37727ce7a16abcc,TA0441,1,13.5
466,157377f4b7d64a6094b936c9e20a9761,TA5751,1,26.8
467,c0f46bd3c13e4eeb98a442b7dcd5e6f1,TA5751,1,26.8
468,33c5b80518614e019ebac95e86af1a0b,TA5751,1,26.8
469,42321e9b072e4721ac49ebdd776cef85,TA433,0,17.7
470,29903ec7c4964083846823fe23afba7d,TA347,0,20.4
471,95a3faf3de22484ba4e19002ae54b3e1,TA5751,1,26.8
472,2c28d81f955245b4aeaab87195bb9d8b,TA5751,1,26.8
473,915d7de91c8c4310b2b6c9806fca490d,TA433,0,17.7
474,b7f9b670a6e64eae9e8dc5abf969499e,TA0440,1,16.0
475,f3b6258249e140c4bfd074a2e80f74ea,8440,1,24.0
476,64f7892be3714b26b26f8a9ce55b4c5d,TA0154,1,22.9
477,3a8600454fcb4fff9e2c3cc66c393bba,TA0160,1,20.2
478,a919954149454aeca10a8e4a0f6b8796,TA0440,1,16.0
479,76f751655ea74e8e8181e63770f2f0f2,TA977,0,16.8
480,c2adeaa888be428ca047246ffe1038cb,TA5751,1,26.8
481,b19eced7f5a24f4394f31a8891096094,TA0477,1,16.1
482,67db4705504b468a9cf83527cbc2704e,TA5751,1,26.8
483,645adbed543f4d829bf94da958d37e73,TA5751,1,26.8
484,cead043fb26d491eb2bd7220c2b9144d,TA0477,1,16.1
485,c71ac0d2ec4b433ba6cbfce5e0801789,TA5751,1,26.8
486,8a800c12670648a9a56b5ca0aa689cfe,TA347,0,20.4
487,b68958f597ad4808b5c8940bf2689bf0,CG1741,0,27.2
488,bb274ed2e9b041dfa72098f9d31082a4,TA0427,0,18.9
489,00aa5fd87097423c991255f2dc522014,TA332,1,20.4
490,b6b114c1fb62410fbb94925cbbf20489,TA0159,1,22.3
491,5ac6ea3bcd854fdebf193d956bc0d866,CG1741,0,27.2
492,7221fa251ced4f4aa5726f72317f4bd1,TA5751,1,26.8
493,dafc4011c7c84bd89c0982f9e4451d30,TA5751,1,26.8
494,485974f4cf464c8aa55f348de1f3c075,TA0440,1,16.0
495,5304f5f56b6e445a9b9d92a589e5aa69,TA433,0,17.7
496,ac194e1ddf264df8995b24462cc03260,TA0440,1,16.0
497,e0d31f35e3184e21835007e2255118b3,TA347,0,20.4
498,a60fee2cac6f4b66a71720c3b415deca,TA5719,0,26.8
499,25216e6a4784494ca89e2add71e329c9,8440,1,24.0
500,9cc05d0914ea438f9e7b821fcdc1fc61,TA0432,0,14.3
501,4c8f28155f754453942b1e7edf336874,TA5751,1,26.8
502,f6effd4371d6477e97e11584c1e30ba1,TA0441,1,13.5
503,b26643cd3e2743439111d34943becfa8,TA0427,0,18.9
504,928ac4f9e9dd46d28daf2a8e24c8fb95,TA5751,1,26.8
505,f43982ea6a9e45a1a99da3e2f00a3669,TA433,0,17.7
506,32d2d69d3ddb47fd9f390966089e1154,TA5751,1,26.8
507,8b47ca82ac3d4ebb98f368415c931be8,TA5751,1,26.8
508,c49bc40162ad4aa8af068238f4a3092d,TA0441,1,13.5
509,2e18cc5a65684b61a075e2a2a7d53679,TA0855,0,26.6
510,2d775d465b6f41b18f806d9c6a951d19,TA0154,1,22.9
511,5233004b3e4841518c025f204454220a,CG1741,0,27.2
512,b2b00a10eac04359b90ec66a479e7c62,TA0159,1,22.3
513,56a1a601243c48c985349aead3990fdd,TA5751,1,26.8
514,1eca064029b04de681a644ea00846a09,2840,0,25.3
515,4ee003bd756547d58e8587c356ac16ad,TA433,0,17.7
516,42d1281037e64550bbb78bbfc4b5fce7,TA0477,1,16.1
517,87602b0444bb4f129ba9bd995d5630fd,CG1741,0,27.2
518,216080d3f52e4394ac66c784ca44be2f,TA5751,1,26.8
519,f5a355c5be344e30a89c77579e99a9e7,TA0855,0,26.6
520,6537ff05ca8c4e9182823eaf9be1ce2e,TA5751,1,26.8
521,f26924c5c5ae44d9aaa077eff042c6e4,TA347,0,20.4
522,fe1cff9201c6489cb8b366ea2debb523,TA433,0,17.7
523,7206c7666a484d58b510791f23c753c9,TA5751,1,26.8
524,86c71a8f50c04f8f97a0983ebed0c586,TA5751,1,26.8
525,b21a0a369a6d4a97a4a4c18dfb1bbb9f,TA5751,1,26.8
526,c8e0f05877494874939f3e5dfa6138dc,TA433,0,17.7
527,0b7ff3169da44b95974a84779d29c8c3,TA0432,0,14.3
528,f143976a2b1a435297b3a2646bb2079f,TA0477,1,16.1
529,a8a324f959c5492e9b913431b080f054,TA5719,0,26.8
530,24594e21dcdd44bba07ae63ab0b6a9b3,TA977,0,16.8
531,c250cf3218ee4883af27809ee8f9241b,CG1741,0,27.2
532,2e269e22ee9c49928ea2995a4de6dfad,TA5751,1,26.8
533,b15ef4f5e4ad460eb3a368ebc27c7c04,TA977,0,16.8
534,5afbfe832a40458db0c523e34a3b4269,TA0441,1,13.5
535,e12d70d9cfd347d0a5295433d636ec37,CG1741,0,27.2
536,525290cc1e9d4fc2bba2acd5eb90259d,CG1741,0,27.2
537,7236280c22e64d45853f144696c2ab2e,TA5751,1,26.8
538,c3650dc0da10429a88df294cb0537bab,TA0477,1,16.1
539,6065cafcec66407e8621b7e03fc50adc,TA5751,1,26.8
540,ebdb64c90e8c41c8b70d52ce03a0302c,TA0160,1,20.2
541,f7b975edd37640bf8e60e4201a53708e,TA0438,1,13.9
542,e1c94dc0037c46ec97f31f0c155af740,TA0438,1,13.9
543,c117ddd1f5d148ecadd4c0755a99da1a,TA5751,1,26.8
544,cec8852308264c619ebd62189050679f,TA433,0,17.7
545,24dd776ebc524bd6b9b63df5a754a176,TA0477,1,16.1
546,8755f077cc3949cd90a6040aed89c3c4,TA433,0,17.7
547,94abc4c813fc479d8e4e38cd18dbcdc3,TA5751,1,26.8
548,cfc2eabfe55142c1b771f9c52d3ac83c,TA5751,1,26.8
549,0c2eec6ee59045fdbc11b5fcb00457f0,TA0432,0,14.3
550,81e3d4b866e94b1e96b7a4e317f9efdd,TA5751,1,26.8
551,001a83383a7e43e994dbf5b1796f97cc,TA0855,0,26.6
552,ed33cba9416f405a9217f7f67c74674d,TA5751,1,26.8
553,25728a548a544d5f94a7f703ca45ac54,TA5751,1,26.8
554,0be54de21e324b39b7eddcb695b5b16e,8440,1,24.0
555,b0c196fb33344aa786de420e24e40811,TA0432,0,14.3
556,821928964bf34847a620b833a0345386,TA0159,1,22.3
557,026304cb64a146aba892bb12e67c6771,TA5751,1,26.8
558,a8b29a38ee6c4750b72f52cb41f4f015,TA0185,0,22.8
559,597d3d75d1664a85a806976ab60d9b48,TA0432,0,14.3
560,23f43cea860749658f0acb32c3b3434d,TA433,0,17.7
561,c4de1a6f372346ce835b8f2940467083,TA0441,1,13.5
562,1b799624ac6042bb9759bc1a292de0b1,TA5751,1,26.8
563,fd246a4a3e2f493783aae525d7db09e5,TA0477,1,16.1
564,f48ed883a03e416497a98ef0bb406809,TA5751,1,26.8
565,d24b287bcbc845fda9a67bb98d27ed15,TA5751,1,26.8
566,9bf53c1767a54fb9b7716a608b8a392b,TA0432,0,14.3
567,5b94b25a57184bfbb614c3a169a324f0,CG1741,0,27.2
568,8d548de639a94effaf8441d499e10123,TA332,1,20.4
569,3d1a8aac848d48fea73b1649ec33fec9,TA5751,1,26.8
570,0ee8b5a7265240f29068288f4680318c,TA5751,1,26.8
571,645320a08e094bdeb5539d36db13a414,TA0477,1,16.1
572,45e53d7c8ec54cfd82e552b7a5a6a77a,8440,1,24.0
573,c1d1a02c4bdd492e8c218e786593673d,TA0440,1,16.0
574,07c253292fc24f88b2b190642a47ceb6,TA0440,1,16.0
575,393fc791b0144128893c1cfbb25c4600,CG1741,0,27.2
576,b836d276891444f3b478c58dedb9974a,CG1741,0,27.2
577,e3482903e0d349ef8ee824f668349b44,TA0477,1,16.1
578,3619fa89f83f4d3faa8076c7483174e3,TA5751,1,26.8
579,c64415eade4d4c52b9ce2987bebd7a4b,TA332,1,20.4
580,76e4577c77d041aea62239cb1ae41dae,TA5751,1,26.8
581,8746b139f1cf4331880a95b3450abe37,TA0441,1,13.5
582,a27af4038a1c438b8cdc4f96d0a04c23,TA433,0,17.7
583,2435159dfca946dd85468291f33a8570,TA433,0,17.7
584,b8167c008ff9414c8664c3689df5a4ad,TA0432,0,14.3
585,0d44b7ad64e44b87a41ad6032eb9f45a,CG1741,0,27.2
586,0610f04634c9441b9f97ae7435b51954,TA0154,1,22.9
587,228de96c46f34626b0d764b803c686ae,TA0441,1,13.5
588,e7ce2abaeb3b418780d42ff914198a2f,TA0440,1,16.0
589,ffce69d2b630454db474a08aee82042d,TA0185,0,22.8
590,d494444a35b948008951ab2cb4b02214,TA5751,1,26.8
591,218fa3d406ce45c3a380ec66eafa0a0e,TA0441,1,13.5
592,b01a8e9d34da4a35a381954eacac38b0,TA347,0,20.4
593,72dc1dbd6a7f4bc68902a5ba47109b4b,TA0441,1,13.5
594,665b96f588fa479190c302b97d0e13d4,TA433,0,17.7
595,dfc8f33dcc73478bb49937c1f4adee51,TA0427,0,18.9
596,2e34b631f3fa4785b1d2e234803d2c30,TA332,1,20.4
597,4e8bf546a2e64e2f847615b61ee4df5e,CG1741,0,27.2
598,21a30fc138db4d71b5289615c945edcd,TA5751,1,26.8
599,ecb894e5730b4089a6dc4753ee4cc0c1,TA433,0,17.7
600,36b73f12a11d4270a92ee75b334b88ce,TA5719,0,26.8
601,2426e261adc744368486c68badd5b759,CG1741,0,27.2
602,668f2b7629e040589169f4d1b06cf5ce,TA5751,1,26.8
603,352b83d547594ba2bd11d8371d7d98cb,TA5751,1,26.8
604,bcd0cb13486f46edb888268dc6112f2f,CG1741,0,27.2
605,f376297391c74f128c7bba0db1fa02bd,TA0154,1,22.9
606,7b6582f6015e4cab9b4eff05507b9bf2,TA5751,1,26.8
607,d6af1144295e46ccbaf972f6aa14c8dc,TA0440,1,16.0
608,ed717e4aed9e462783af5844dbdf3f90,TA5751,1,26.8
609,0be37dddc23341b1820093cfffa8b333,TA0185,0,22.8
610,0e0ebb02dab6445f878217a2a1566313,TA5751,1,26.8
611,4be4950ac187482c8b34d68ee961aab2,TA5870,1,25.0
612,69f6ec9f797f45eb878ee161a768759a,TA5751,1,26.8
613,09998e69da474c928041a07bdb58837b,TA0440,1,16.0
614,1335129e0f2a4cf683c1b706ee1c2631,CG1741,0,27.2
615,51ad9c16ea3d4fe289fcd1b926dbd61e,TA5751,1,26.8
616,108e7f614a074d67a5d8f9348b21e997,TA0432,0,14.3
617,47fcf1975607471ab09ac871a9cdfa81,TA433,0,17.7
618,03473b49cfcb465f9a5af21a1c64b456,TA332,1,20.4
619,465e4481991e4f32886c6360aeec5a38,TA5751,1,26.8
620,0777c49ee51041fb85ba685e52975799,TA0438,1,13.9
621,09f3e5f206184fc688d0265236411d54,TA5751,1,26.8
622,9b37c8b247d6483399dbd2f88009d3f7,TA5751,1,26.8
623,7884200016734c0798838adaa35e321e,TA0477,1,16.1
624,84d92d358d9842cda1de3a2f3bed071d,TA5751,1,26.8
625,91fc02ca7a604fdbb80a1112130b82c1,CG1741,0,27.2
626,34d24b70ea7f42dfabd6e45cc8117b50,TA5854,1,24.0
627,d4f1672d43ef4737bbe900d6a15e2ef3,TA5751,1,26.8
628,7238583fd007413594d395e0b8794569,TA5751,1,26.8
629,2e945ac0d5c54990815428150cdcc7fc,TA0440,1,16.0
630,6002986b7b3d410193215b601fe5b758,TA332,1,20.4
631,b8787a2604624a049ed51160c03ed80d,TA332,1,20.4
632,4d0119f68faf4825840afa58ce847933,TA5863,0,27.7
633,d014745511264e339dd729585e311ddc,TA0440,1,16.0
634,1c95f0f59fad432092423d59140ce374,TA5751,1,26.8
635,e80110728a35491fb4b3075baa0aeed6,TA0441,1,13.5
636,7a979095540648deaede8f7e31fb55b3,TA5751,1,26.8
637,075aa31147354da49c926924f9f5f42f,TA5751,1,26.8
638,2654b813a0e4408598cde945ed4d9735,CG1741,0,27.2
639,7d485c50c316453da4b4afecf0fcd7b6,TA5751,1,26.8
640,ae9877bdd16e414689f12f89fc579e7a,TA5751,1,26.8
641,e5f20d72ea984cabb385e8bc5a3d9cf6,TA0427,0,18.9
642,de6cd1423e104e18b7b6d2d6e032a717,TA5751,1,26.8
643,05ddd2d3c7d84c49ab9f4574caebed3c,TA0154,1,22.9
644,3a3157d974b64e2199a68b874da8b460,TA433,0,17.7
645,c00c0d31610c46fd8fe013f87e9b57a1,2840,0,25.3
646,4b838b26e5104c57847e520550443f7d,TA433,0,17.7
647,06c29201ffbe481a81830c51545d6d32,TA0432,0,14.3
648,c8c9fea2ef554c31b5e92443d715c13f,CG1741,0,27.2
649,0df8b75cb2f048d19377ba5b2fa9d7dd,TA5751,1,26.8
650,f258ba96ad654dfda5b678c4790d99b5,TA0427,0,18.9
651,1096edfe0e8a4f7a99dc1711d72f53f7,TA0440,1,16.0
652,cec5746c84a64066a4025185ee8ea1bf,TA5751,1,26.8
653,90644fa9af6f4d70a3495c1a689463e0,TA5751,1,26.8
654,43ecdcffc95d4ddaacd7e7818752e306,TA5751,1,26.8
655,82cb26b176544b2caba22f5ab8574f3e,TA0432,0,14.3
656,721c99cc51544c1eb87e073a745216ed,TA433,0,17.7
657,18f3cd5a6add4c5780499e8da37b2b43,TA5751,1,26.8
658,f275d6ba5aea4b47b8e2e493d157ab34,TA332,1,20.4
659,d7142a3d3d9944f58b3c3a6e678655d8,TA0438,1,13.9
660,bc0475bf28c54003affea86306b99754,TA5751,1,26.8
661,5fbfccb4262945a08cd165bbd83cb829,TA5751,1,26.8
662,21a58bf0df604424a4f88ccfa36eabe7,TA0477,1,16.1
663,8977cdf64f81416ab7273f86e816f66a,CG1741,0,27.2
664,5353ad2e5c744002aafa3922570e7091,TA0440,1,16.0
665,306475adaed748b091de8edafff3da67,TA5751,1,26.8
666,c2fc5af0bf8c41b6b285dd135f37e086,TA332,1,20.4
667,4caec93212e2435bba4150c914e4e046,TA347,0,20.4
668,149e7286ecd847df9dda7b7256d0cc25,TA0432,0,14.3
669,d118e16e84394b5eac5d875203dba1af,TA332,1,20.4
670,8429c93bf7824c1daad03bf84ebeb224,TA433,0,17.7
671,6a7fc8793231449aac0fb7db85f25cbc,CG1741,0,27.2
672,1429712bc63c4bc086f26fff114d08bf,CG1741,0,27.2
673,a2250a9288dc48a89164d5267fad2847,TA433,0,17.7
674,9fae729fa09547c5bea5183cebbf8210,TA0441,1,13.5
675,39281618050d45cfb60a19c1b129ae36,TA5751,1,26.8
676,0485639e522a4572a71c7151b00bea09,TA0441,1,13.5
677,5b55b3e6afe64f2fb9ec27f42d7f5c40,TA5751,1,26.8
678,4566458046304c9196acb882803f333c,TA0440,1,16.0
679,44ccb949064943359d74bf38cf9ed547,TA5751,1,26.8
680,48bd2fa826494fa3b6eefb455aa88e53,TA5751,1,26.8
681,2383c965911041e7be57b7d7ce833fb9,TA433,0,17.7
682,5e4a65c58dfd4e0b9ba2004389326ed5,TA5751,1,26.8
683,bcce675823a84ba6abd4b594a3073a89,TA0432,0,14.3
684,245672f23ac845de997c3cb4501a8b88,TA5751,1,26.8
685,09d73efdd4fd4311890e039295776014,TA5751,1,26.8
686,a4abaf0af0ed409eaaae2f203cf29bfd,TA332,1,20.4
687,c6294b7db0444ca5bda9e0b3d73a8b08,TA5719,0,26.8
688,9785a58f81e3429cb0372ef3381919f7,TA0855,0,26.6
689,1bf244261c6346b4b7d10a7af1613136,TA5751,1,26.8
690,0c6831b21b614f4489c36f096ec6424c,TA5751,1,26.8
691,5cc393024e5f4aa29be3ae71e9ce46bf,TA332,1,20.4
692,80763dd5e1c74339a95d74c3c282e11a,TA332,1,20.4
693,f1b71cabd8334e09bae6d4cd12ace323,TA5751,1,26.8
694,e2557d280700496caf0294d528eb6c19,TA0438,1,13.9
695,f3674e1b12694a8dbd1925a55c9245df,TA5751,1,26.8
696,32ac9c2ea12249b99b278d60d01eba99,TA977,0,16.8
697,829335cef3944aa79f54093f0261f0d5,TA0440,1,16.0
698,af9bb12bbe4b40c599fa21789972ba07,TA5863,0,27.7
699,3c6200676fea417e93795de0b081999d,TA977,0,16.8
700,615c70c3ed73429d83214a2df0c6bf7d,CG1741,0,27.2
701,71dc3f10710c4904a1771ef01741bd36,TA5751,1,26.8
702,1f0ba14e0fff4338a7691989c124a405,TA332,1,20.4
703,89eed2566ca048a493da98d42e3a749d,TA0160,1,20.2
704,5bb279f4b24143ff97cd288dd787a6ee,CG1741,0,27.2
705,5df9d19e084944d49d483a8ffd26d59a,TA0432,0,14.3
706,f95f7990d21942dd8361144be4923740,TA0440,1,16.0
707,f948984a758e4269a4a2f228f70bb4bb,TA5751,1,26.8
708,70e7a587ea554ba4921a8c8737574de7,TA433,0,17.7
709,884380bbaad34c5fae81963b1c12e54a,TA433,0,17.7
710,4323af9b2caa4d2fb70afb9715c93121,TA433,0,17.7
711,291f59051974439abd875dc8ce50a935,TA0440,1,16.0
712,9c015ebc712540589a8ad234aae91653,TA5719,0,26.8
713,035cf6add5ab4c2f817fff56a45882b9,TA0154,1,22.9
714,78dec2cb936a4e14be565e0cb7bf168e,TA0440,1,16.0
715,f29dcaf4bc194d34b9d5f1d18289f12c,TA5751,1,26.8
716,9c6ca4051f6e464da87c25b8a30647cb,TA5719,0,26.8
717,971a86de3ccf4c028d157da18dbdec19,2840,0,25.3
718,8ef4edd9efd74256aaa1d38eb5886b60,TA5751,1,26.8
719,c4ca24d2b46f443bb90826fe24f16331,TA0440,1,16.0
720,b05d038a47eb468ea96f3b141b591caf,TA0432,0,14.3
721,e494bf02b86048939e680038b3e7c100,TA0427,0,18.9
722,2e48a99c17eb4493bba7621abc0bb9b0,TA0427,0,18.9
723,7716af1cc8c547f6bda5de8f61f93c64,TA0440,1,16.0
724,8f2613f89afa4b3ea89971764a162220,TA347,0,20.4
725,cf76326cfb98440d848cecdbbcd34766,CG1741,0,27.2
726,13e86db984f3402da3811405440f2b76,CG1741,0,27.2
727,53415440a36b4015946d489aa1e1fda9,TA0432,0,14.3
728,123bb773dfb24508a71f5d17970ae4c2,TA0185,0,22.8
729,04e142c093b747aea5f686c7d71f25f5,TA0159,1,22.3
730,cc88624173134af480b7336c7df2be17,CG1741,0,27.2
731,b509ca5cc7ee4718af36069ddfd613b2,TA433,0,17.7
732,fd593993093f4ef9abbdf9328253c4f2,CG1741,0,27.2
733,8946dd2c7fc04ff68de07ae5e11ccf14,TA0432,0,14.3
734,bb8b2caa40ce485593534be63beec9ec,TA0427,0,18.9
735,0deebb5dd8ba49b38f7508fb74fe448e,TA0477,1,16.1
736,3000c521d0e74a14bed0ed279428072c,TA0440,1,16.0
737,583dbd0509c740798e991d2244827e86,TA5751,1,26.8
738,9bba61a3449c49baa222418d46d5fa2a,TA5751,1,26.8
739,2751a223f41e4e2b896457c8deb36459,TA0441,1,13.5
740,200b8ce25f484cb4987633c8fd2448c8,TA5751,1,26.8
741,7bdb5e5852dc4566a17052deed92f4e0,TA5751,1,26.8
742,832277416352467ca9f4d65fd7589793,TA977,0,16.8
743,c7b72fb5baa44699b0c9669d0394b7fa,TA433,0,17.7
744,174f457d10394a52bc42336e395a463c,TA0432,0,14.3
745,f98da79c6dde4358bb8d97f1f768ae11,CG1741,0,27.2
746,0f4726e645ef4d36924824b43b5b05c6,TA5751,1,26.8
747,c5106a42a9cc4d61abd8f87d76e69df0,TA5751,1,26.8
748,1154a64c0daa4480a765e4b354832e15,TA5863,0,27.7
749,6966c929b3194304b2f77c76ff776b00,TA332,1,20.4
750,cc0117a578074df2988b3179747a4c59,TA5751,1,26.8
751,12dc17c9455749cf92f37e18e76f1768,TA0441,1,13.5
752,04009c7158f24ac38bc71875cee29778,8440,1,24.0
753,0a3c9144c3d2411c8c0f50311c2639b4,TA0160,1,20.2
754,e20bf32599e14ac3bf78301113b64f97,TA0427,0,18.9
755,952735d9d4144eba81e094c8da8f0b24,TA0477,1,16.1
756,c758abbaea5947d583b1a2e00ca5d319,8440,1,24.0
757,73dc8251dafc46f3a4a9b36f2951389a,TA5751,1,26.8
758,21927a21cc9d4e54a51430955b2831a7,TA5751,1,26.8
759,a4200985fce64f07a410147b172138fc,TA433,0,17.7
760,d5e6ca91acaa478c8e2e31389b9b4ac4,TA332,1,20.4
761,79f57117af07473794701ee853d2c975,TA5751,1,26.8
762,b87d4d40274244f4bef50766ea414b2c,TA332,1,20.4
763,b7f333d87e5148ac8fdf32adf0bf2fbb,TA5751,1,26.8
764,4165f8a9f93c46d2a1b1cc737cedfc4f,TA0438,1,13.9
765,017ebe9efd074accb3f9fc76224e021d,TA0154,1,22.9
766,0e9f485a2e334da38275997ad6dfef23,TA5751,1,26.8
767,e63f9710a6584094b0118bfda023c978,TA433,0,17.7
768,8f9b8754d7f44496b8e5867c19b9f278,TA0432,0,14.3
769,7c4054cc94f4402c83601fa0f7b75361,TA5751,1,26.8
770,c0e8fb5bede94a4e9692ceeda22defbf,CG1741,0,27.2
771,19ab883985db4144990a88fc3ecf626f,TA5751,1,26.8
772,2628d1ee15714a55afdce663abb773d3,TA0477,1,16.1
773,b11f5884e573499999205f8653ad9b29,TA5751,1,26.8
774,37194cd158944ef39c62772959d304c2,TA0159,1,22.3
775,996e6b5dc15e4a5a8f15848003b268ce,TA0477,1,16.1
776,7058361a1dae4536bc6e7fa0ddab9a27,CG1741,0,27.2
777,585a591fd7d2463caf1c585a6df8a45a,TA5751,1,26.8
778,2254ead62de14077aa99bb4c684c0114,TA0440,1,16.0
779,48a98f4915d741aea55ed88dd4e36cfb,CG1741,0,27.2
780,0d9d51559c494a06ad2087f8531129df,TA5751,1,26.8
781,4dfe2fd56f464be79f232ba9bca3019b,TA5751,1,26.8
782,91e30efbf045418ebf3ff89fe352f09c,TA0432,0,14.3
783,12731919969549aeac7c004a7292cdf6,TA433,0,17.7
784,1e23be9356ae4f0cb1327def2a804096,TA433,0,17.7
785,224fff7822144768b6b0394c86d276f1,TA0438,1,13.9
786,9d2df9cbed1c41ffa733580776b3df37,TA433,0,17.7
787,af620c9b4e2b40baaee921a85553585c,TA0477,1,16.1
788,a7003e1ec00b4b138dbd5eddd256b9c6,TA5751,1,26.8
789,dcd41077cf684ddd9f8a81de12d5eb1f,TA0432,0,14.3
790,6f7e4b25eea94f86bfd6be3ef394b50e,TA5751,1,26.8
791,4d68e850dc2d485993b985e5e35395f4,TA5751,1,26.8
792,c1a6b4a2915542fca81713bf45a6ab72,TA0185,0,22.8
793,a37670b63980457d906c6f49390e4289,TA0440,1,16.0
794,0066778f47734ca7a71be790f562c551,TA5751,1,26.8
795,b55af409173944c89a014f3b1ab0c2ce,TA0441,1,13.5
796,083aa40872c14717aa5e2e12598bb23b,TA0477,1,16.1
797,3eae316db92b41fa93a2b53bd76e149d,TA0440,1,16.0
798,13c09ac3b89440c686a09d3864436caa,TA433,0,17.7
799,6bb8f14b62ec4d54ac3f930a94716f5e,TA5751,1,26.8
800,b0c5fbe355174d0b9ad3229aa9ebb310,TA5751,1,26.8
801,ceb1746abe964c808a1654e99ff91ba0,CG1741,0,27.2
802,c10f64d12d694b58a7a8ffd8dd8d7c49,TA0192,1,23.9
803,d9ad6d39894a490fa20fab0e1512d799,TA0427,0,18.9
804,0a4fb238f90a4c7a840512d3fadb04f9,TA433,0,17.7
805,85ecdb0f17fe430ab7c5bfcd1c535e72,TA5751,1,26.8
806,eba72d1065e44f92980d586f510bd373,TA0438,1,13.9
807,1eaaa7b564fc418fb67c5920faa3ebfe,TA433,0,17.7
808,3ad08818c7bb4e379ac025e7ab933ffd,TA5863,0,27.7
809,f8cac2afc36a41d9a4e6339b0c6e920f,TA433,0,17.7
810,fe15a0fe2e494855bf37c6b715b448ae,TA5751,1,26.8
811,f7bedfe7d5884de3bd3359e568528dc1,TA5751,1,26.8
812,b9f4f536b392415984da204a183b499e,TA5751,1,26.8
813,65129795609b404b9204baa1165a0157,TA0432,0,14.3
814,03b7b12b9b754ea6a40e708e55d61f53,TA0154,1,22.9
815,8cf828d28f6d4721b21a202369722ce5,TA0441,1,13.5
816,8db605d05f0044cea613083c1dde731d,TA332,1,20.4
817,fb529c26976343e3a156116b6c0c497d,TA433,0,17.7
818,4662496423c34ad39e5691d2049de422,TA0185,0,22.8
819,660a515894e34baba3deaba963d9909b,TA5751,1,26.8
820,ff333b38e4e4416b8fee857fe545e34d,TA0432,0,14.3
821,c2483598307c4184aae03b2158277fa2,TA5856,1,26.2
822,ad11ea5520d244cbbbb20929a736d832,TA0160,1,20.2
